# Configuration: 2025 Pack (Pack 110S4P)
# Output Level: Pack (scaled by series/parallel)
Time [s],Voltage [V],SOC [%],Power [W],Current [A],Charge [Ah],OCV [V],Temperature [°C],Heat Generation [W],Cooling Power [W],Resistive Heat [W],Reversible Heat [W],Hysteresis Heat [W]
671.2,434.99417708557456,83.45616359348104,-12697.3,-29.189586134395803,-2.9778905531734132,444.5318026521494,28.20615444127809,212.73133927801663,0,278.39934299315286,-91.82273045637756,26.154726741241365
671.3000000000001,437.3808527363159,83.45220641365911,-6908.999999987217,-15.796301911168596,-2.9786028455413596,444.52777426304783,28.206914239685492,77.36183152706526,0,112.89493017168765,-49.68951089250758,14.156412247885191
671.4000000000001,440.1017418806643,83.45133777377336,-390.79999999796223,-0.8879764899997363,-2.9787592007207953,444.526889479506,28.207005799916015,1.9320124493963367,0,3.929427032550181,-2.7932371427489655,0.7958225595951206
671.5,440.5106230797702,83.45143449292159,484.3999999999999,1.0996329591631255,-2.978741791274113,444.52708150028434,28.207001031832966,-1.9430055210501178,0,-4.416630058305585,3.4590307763213195,-0.9854062390658522
671.6,440.5441343509739,83.45159682646172,442.40000000000003,1.004212666800706,-2.978712571236889,444.5273827921665,28.206992998674448,-1.7409047109120992,0,-4.000028539659851,3.158878618202416,-0.8997547894546637
671.7,440.58496842535067,83.4517462743452,421.3999999999999,0.9564556900478975,-2.978685670617865,444.5276601589548,28.206985750854574,-1.6191933311721305,0,-3.7710099427104766,3.008656583441092,-0.8568399719027463
671.8000000000001,440.6160734793755,83.45189018253731,379.2999999999045,0.8608401345977201,-2.9786597671432835,444.5279272362764,28.206978943486252,-1.4306663462866893,0,-3.3674807146172046,2.707888464626435,-0.77107409629592
671.9000000000001,440.66311036408564,83.45201567779412,379.4000000000957,0.860975178264019,-2.978637177997058,444.5281601344685,28.20697310078522,-1.3904961224419203,0,-3.327711915054714,2.708315991661613,-0.7711001990488202
672,440.7094738606621,83.45215590591991,379.4,0.8608846019950863,-2.978611936934416,444.5284203679458,28.206966824971737,-1.3505512193532228,0,-3.2876722439634283,2.7080341228785714,-0.7709130982683655
672.1,440.73727788693185,83.45227769060351,337.2,0.7650816414183743,-2.978590015691367,444.5286463678597,28.20696145612621,-1.179072449763651,0,-2.900706420610163,2.406674733161543,-0.6850407623150309
672.2,440.7814186292098,83.45239576159365,337.3,0.7652318944137264,-2.978568762913144,444.52886547084177,28.206956385703187,-1.1456121698352688,0,-2.867665845836781,2.4071496610970153,-0.6850959850955026
672.3000000000001,440.79868209290555,83.45250833483725,274.0999999998564,0.6218258155819197,-2.9785484997292953,444.52907436681215,28.20695166895483,-0.9202538348208055,0,-2.319654218162483,1.956046484379255,-0.5566461010375773
672.4000000000001,440.81441627671484,83.4525877009442,210.89999999999998,0.47843262881768045,-2.9785342138300415,444.52922163882016,28.20694835123201,-0.7005514965387327,0,-1.7772840949380637,1.5049826425625763,-0.4282500441632453
672.5,439.8428547704357,83.45244608154438,-2247.7,-5.110234202106403,-2.9785597053220108,444.52910946551896,28.20695762657265,12.446947261404853,0,23.947859022596067,-16.075001230172905,4.574089468981691
672.6,438.84057021488167,83.45100786537057,-4706.2,-10.724167999543827,-2.978818584233297,444.52764368829304,28.207089798154122,36.85471461330917,0,60.98913135461297,-33.734082142481014,9.599665401177207
672.7,439.60262988508424,83.44951410075413,-2878.7,-6.548413963657397,-2.979087461864257,444.5261213231068,28.207228237786243,17.504695461289387,0,32.24106008269467,-20.598533660290723,5.862169038885439
672.8000000000001,440.6316657550242,83.44903870008129,-441.4999999986135,-1.001970657833003,-2.9791730339853677,444.5256367224721,28.207257780927772,1.6468700284080877,0,3.9016446518363757,-3.151762878736762,0.8969882553084738
672.9000000000001,440.9188850958061,83.44904425201241,168.50000000000043,0.382156459375487,-2.979172034637765,444.5256704254567,28.207257731113707,-0.5183634949031403,0,-1.378356311306731,1.2020976738604658,-0.34210485745687497
673,440.58410552194687,83.44902389666683,-738.2,-1.675503021438952,-2.9791756985999704,444.52567664056306,28.207258874070295,2.8335723719396126,0,6.604114318457928,-5.270401447667402,1.4998595011490874
673.1,439.6451094912019,83.44840041968108,-3083.5,-7.013611509447955,-2.979287924457406,444.52504108693626,28.207297806782364,18.442845846610044,0,34.225944405161584,-22.061651899131455,6.278553340579914
673.2,438.04677429616106,83.44672230419474,-6960.7,-15.890312195961767,-2.9795899852449463,444.5233308860846,28.207460625166316,67.1574534113955,0,102.91450616869807,-49.983080836060246,14.226028078757675
673.3000000000001,436.8280914995922,83.44358172957634,-9829.900000000976,-22.502902609252533,-2.980155288676258,444.5201313374408,28.207911451221023,122.46080783429879,0,173.09322333759675,-70.78131373767788,20.1488982343799
673.4000000000001,436.5546070650196,83.43998110538031,-10402.000000000322,-23.827488776108755,-2.980803401031544,444.5164635627495,28.208482319995912,136.10377401870295,0,189.7110463366487,-74.94564066727872,21.338368349332942
673.5,436.4595123739346,83.43626608294696,-10542.3,-24.154130454528698,-2.9814721050695487,444.512679472436,28.20908861428645,140.18085050811268,0,194.5172486693216,-75.97088380109975,21.634485639890826
673.6,436.7135566792836,83.43260049765225,-9849.6,-22.553914000048803,-2.9821319104225963,444.5089458167166,28.209684380247506,125.08523739636718,0,175.81653620257933,-70.93580797680845,20.204509170596303
673.7,436.8667793371153,83.42928172277523,-9416.2,-21.553939199240045,-2.982729289900459,444.5055652487608,28.210188281056094,116.1685078599231,0,164.64592709561842,-67.78899287709304,19.311573641397743
673.8000000000001,436.724225982194,83.42588497950378,-9690.200000000037,-22.18837294452065,-2.983340703689319,444.50210541719554,28.210714975186516,122.67899288926183,0,172.57848962133133,-69.78252329237222,19.88302656030268
673.9000000000001,436.55980875007566,83.42242890668123,-10014.900000000702,-22.94049932968999,-2.983962796797378,444.4985853013859,28.2112601153448,130.533627480557,0,182.11949815389184,-72.14605328450077,20.56018261116591
674,437.0950741469081,83.41895427566642,-8660.4,-19.81353831749939,-2.9845882303800435,444.49504640673615,28.21181380061973,102.06971303427146,0,146.619633918536,-62.31035075048074,17.760429866216185
674.1,437.96426636868796,83.41638044348954,-6541.2,-14.93546506484498,-2.985051520171882,444.49242451751604,28.21214955757474,63.92178987581714,0,97.50107796960523,-46.968667623112886,13.389379529324774
674.2,438.1818173977315,83.41420345418821,-6009.7,-13.715083012093766,-2.9854433782461225,444.4902067159967,28.212403907214984,55.686510536941334,0,86.5200831726126,-43.13010918662026,12.296536550949002
674.3000000000001,438.03479558460026,83.4120692018677,-6360.800000000971,-14.521220834778344,-2.9858275436638158,444.488032465492,28.2126501791502,61.065000230672666,0,93.70887784656482,-45.66442717090619,13.020549555014018
674.4000000000001,437.7643363295338,83.4096961504701,-6998.10000000048,-15.985998445365711,-2.9862546929153817,444.4856151086375,28.212942914670883,71.51209505637568,0,107.4463521136207,-50.269739550667154,14.335482493422122
674.5,437.0424337126156,83.40703988513931,-8707.7,-19.924152275167614,-2.986732820674924,444.48290947766395,28.213296902743046,103.46192030155345,0,148.24517214251767,-62.65241080810354,17.869158967139313
674.6,435.914856578524,83.40346310899804,-11339.6,-26.013336845190384,-2.987376640380352,444.4792670641069,28.213884984434284,164.32500299539075,0,222.78889484194912,-81.7978953287651,23.33400348220673
674.7,435.05800097133954,83.39907199387069,-13276.2,-30.515931141040205,-2.988167041103276,444.4747963043438,28.214727619645377,218.7874593014652,0,287.3622779512263,-95.95294130150984,27.378122651748722
674.8000000000001,434.0079754210183,83.39400580284625,-15633.600000003535,-36.02145786569439,-2.989078955487675,444.4696391936229,28.21581993832382,295.9090738039605,0,376.84438078994043,-113.25998796650224,32.324680980522274
674.9000000000001,432.7686317418611,83.38791705814545,-18380.700000002715,-42.4723481598511,-2.9901749295338202,444.4634428504264,28.217349255912154,401.2924848276633,0,496.7060890666811,-133.53713379118574,38.12352955216794
675,432.4995309778919,83.38110694784572,-18801.6,-43.47195465735911,-2.991400749387771,444.45651382829254,28.219234181711464,422.15231000878254,0,519.793416311437,-136.67322572244018,39.03211941978561
675.1,432.979629270196,83.37465812296428,-17477,-40.364485575125464,-2.9925615378664308,444.449952235683,28.220956718488623,372.34813428276925,0,462.99368588242874,-126.89755271664471,36.25200111698519
675.2,433.1407849159698,83.36857860944099,-16924.7,-39.074362399937534,-2.9936558503006214,444.4437662228135,28.22251795787753,353.92304013748253,0,441.6567877833318,-122.83619426585967,35.10244662001036
675.3000000000001,433.22465925731217,83.36258098091808,-16561.799999999173,-38.229125803668424,-2.994735423434744,444.43766371072314,28.224052749356435,342.84151190563756,0,428.6633578865425,-120.17377378349596,34.351927802591085
675.4000000000001,433.4550991373001,83.35680960789466,-15865.499999999238,-36.60240710416403,-2.995774270578962,444.4317913954364,28.22549644362844,319.61638659843516,0,401.77335868942936,-115.05527422941839,32.89830213842412
675.5,433.55970258628327,83.3512558369426,-15479.699999999999,-35.70373332129354,-2.9967739493503327,444.42614047092377,28.22685426207004,307.8447892238752,0,387.9724003856063,-112.22580169318942,32.098190531458286
675.6,434.42836007905225,83.34595234645325,-13293.200000000003,-30.59929144032185,-2.9977285776384157,444.42074415458035,28.22811655977544,237.09784956042063,0,305.7598725107149,-96.17748360725489,27.515460656960613
675.7,435.2528627587132,83.34179589167026,-11259.7,-25.869330137506594,-2.998476739499354,444.4165140725055,28.228952833135484,179.01582052712936,0,237.05752110148927,-81.30806811858332,23.266367544223392
675.8000000000001,435.02112223181757,83.33774150927141,-11751.20000000089,-27.012941210102476,-2.999206528331146,444.4123878930375,28.22975565041074,193.08499351130052,0,253.68570719498817,-84.8998779939812,24.29916431029355
