speed_rpm,torque_Nm,efficiency_pct,mech_power_kW,elec_power_kW,peak_torque_limit_Nm,cont_torque_limit_Nm,peak_power_limit_kW,cont_power_limit_kW,within_peak_envelope,within_cont_envelope
4000,60,92.8,25.131,27.081,217.26,120.57,91.0,50.5,1,1
4000,70,93.17,29.319,31.467,217.26,120.57,91.0,50.5,1,1
4000,80,93.46,33.508,35.851,217.26,120.57,91.0,50.5,1,1
4000,90,93.73,37.696,40.216,217.26,120.57,91.0,50.5,1,1
4000,100,93.96,41.885,44.577,217.26,120.57,91.0,50.5,1,1
4000,110,94.08,46.073,48.972,217.26,120.57,91.0,50.5,1,1
4000,120,94.08,50.262,53.424,217.26,120.57,91.0,50.5,1,1
4000,130,94.0,54.45,57.927,217.26,120.57,91.0,50.5,1,0
4000,140,93.88,58.639,62.465,217.26,120.57,91.0,50.5,1,0
4000,150,93.72,62.827,67.037,217.26,120.57,91.0,50.5,1,0
4000,160,93.53,67.016,71.653,217.26,120.57,91.0,50.5,1,0
4000,170,93.3,71.204,76.32,217.26,120.57,91.0,50.5,1,0
4000,180,93.01,75.393,81.058,217.26,120.57,91.0,50.5,1,0
4000,190,92.63,79.581,85.91,217.26,120.57,91.0,50.5,1,0
4000,200,92.12,83.77,90.936,217.26,120.57,91.0,50.5,1,0
4000,210,91.46,87.958,96.166,217.26,120.57,91.0,50.5,1,0
4000,220,,92.147,,217.26,120.57,91.0,50.5,0,0
4000,230,,96.335,,217.26,120.57,91.0,50.5,0,0
4000,240,,100.524,,217.26,120.57,91.0,50.5,0,0
4250,0,,0.0,,210.49,117.17,93.67,52.14,1,1
4250,10,88.07,4.45,5.053,210.49,117.17,93.67,52.14,1,1
4250,20,89.11,8.901,9.988,210.49,117.17,93.67,52.14,1,1
4250,30,90.09,13.351,14.819,210.49,117.17,93.67,52.14,1,1
4250,40,91.14,17.801,19.531,210.49,117.17,93.67,52.14,1,1
4250,50,92.05,22.251,24.174,210.49,117.17,93.67,52.14,1,1
4250,60,92.62,26.702,28.828,210.49,117.17,93.67,52.14,1,1
4250,70,92.96,31.152,33.511,210.49,117.17,93.67,52.14,1,1
4250,80,93.19,35.602,38.203,210.49,117.17,93.67,52.14,1,1
4250,90,93.39,40.052,42.887,210.49,117.17,93.67,52.14,1,1
4250,100,93.55,44.503,47.569,210.49,117.17,93.67,52.14,1,1
4250,110,93.65,48.953,52.273,210.49,117.17,93.67,52.14,1,1
4250,120,93.66,53.403,57.018,210.49,117.17,93.67,52.14,1,0
4250,130,93.61,57.853,61.801,210.49,117.17,93.67,52.14,1,0
4250,140,93.53,62.304,66.617,210.49,117.17,93.67,52.14,1,0
4250,150,93.41,66.754,71.466,210.49,117.17,93.67,52.14,1,0
4250,160,93.25,71.204,76.356,210.49,117.17,93.67,52.14,1,0
4250,170,93.06,75.654,81.297,210.49,117.17,93.67,52.14,1,0
4250,180,92.81,80.105,86.312,210.49,117.17,93.67,52.14,1,0
4250,190,92.46,84.555,91.448,210.49,117.17,93.67,52.14,1,0
4250,200,91.98,89.005,96.769,210.49,117.17,93.67,52.14,1,0
4250,210,91.35,93.455,102.31,210.49,117.17,93.67,52.14,1,0
4250,220,,97.906,,210.49,117.17,93.67,52.14,0,0
4250,230,,102.356,,210.49,117.17,93.67,52.14,0,0
4250,240,,106.806,,210.49,117.17,93.67,52.14,0,0
4500,0,,0.0,,203.73,113.54,96.0,53.5,1,1
4500,10,87.98,4.712,5.356,203.73,113.54,96.0,53.5,1,1
4500,20,89.01,9.424,10.588,203.73,113.54,96.0,53.5,1,1
4500,30,89.96,14.136,15.714,203.73,113.54,96.0,53.5,1,1
4500,40,90.97,18.848,20.719,203.73,113.54,96.0,53.5,1,1
4500,50,91.83,23.56,25.656,203.73,113.54,96.0,53.5,1,1
4500,60,92.37,28.272,30.608,203.73,113.54,96.0,53.5,1,1
4500,70,92.67,32.984,35.595,203.73,113.54,96.0,53.5,1,1
4500,80,92.85,37.696,40.598,203.73,113.54,96.0,53.5,1,1
4500,90,93.0,42.408,45.602,203.73,113.54,96.0,53.5,1,1
4500,100,93.11,47.12,50.606,203.73,113.54,96.0,53.5,1,1
4500,110,93.18,51.832,55.625,203.73,113.54,96.0,53.5,1,1
4500,120,93.2,56.545,60.671,203.73,113.54,96.0,53.5,1,0
4500,130,93.17,61.257,65.746,203.73,113.54,96.0,53.5,1,0
4500,140,93.11,65.969,70.849,203.73,113.54,96.0,53.5,1,0
4500,150,93.02,70.681,75.982,203.73,113.54,96.0,53.5,1,0
4500,160,92.9,75.393,81.153,203.73,113.54,96.0,53.5,1,0
4500,170,92.74,80.105,86.372,203.73,113.54,96.0,53.5,1,0
4500,180,92.53,84.817,91.666,203.73,113.54,96.0,53.5,1,0
4500,190,92.22,89.529,97.086,203.73,113.54,96.0,53.5,1,0
4500,200,91.76,94.241,102.699,203.73,113.54,96.0,53.5,1,0
4500,210,,98.953,,203.73,113.54,96.0,53.5,0,0
4500,220,,103.665,,203.73,113.54,96.0,53.5,0,0
4500,230,,108.377,,203.73,113.54,96.0,53.5,0,0
4500,240,,113.089,,203.73,113.54,96.0,53.5,0,0
4750,0,,0.0,,197.27,110.2,98.12,54.81,1,1
4750,10,87.87,4.974,5.661,197.27,110.2,98.12,54.81,1,1
4750,20,88.86,9.948,11.195,197.27,110.2,98.12,54.81,1,1
4750,30,89.76,14.921,16.624,197.27,110.2,98.12,54.81,1,1
4750,40,90.68,19.895,21.94,197.27,110.2,98.12,54.81,1,1
4750,50,91.46,24.869,27.19,197.27,110.2,98.12,54.81,1,1
4750,60,91.94,29.843,32.458,197.27,110.2,98.12,54.81,1,1
4750,70,92.2,34.817,37.764,197.27,110.2,98.12,54.81,1,1
4750,80,92.34,39.791,43.091,197.27,110.2,98.12,54.81,1,1
4750,90,92.45,44.764,48.423,197.27,110.2,98.12,54.81,1,1
4750,100,92.52,49.738,53.757,197.27,110.2,98.12,54.81,1,1
4750,110,92.57,54.712,59.101,197.27,110.2,98.12,54.81,1,1
4750,120,92.59,59.686,64.462,197.27,110.2,98.12,54.81,1,0
4750,130,92.58,64.66,69.845,197.27,110.2,98.12,54.81,1,0
4750,140,92.54,69.634,75.25,197.27,110.2,98.12,54.81,1,0
4750,150,92.47,74.607,80.682,197.27,110.2,98.12,54.81,1,0
4750,160,92.38,79.581,86.146,197.27,110.2,98.12,54.81,1,0
4750,170,92.25,84.555,91.655,197.27,110.2,98.12,54.81,1,0
4750,180,92.07,89.529,97.236,197.27,110.2,98.12,54.81,1,0
4750,190,91.8,94.503,102.94,197.27,110.2,98.12,54.81,1,0
4750,200,,99.476,,197.27,110.2,98.12,54.81,0,0
4750,210,,104.45,,197.27,110.2,98.12,54.81,0,0
4750,220,,109.424,,197.27,110.2,98.12,54.81,0,0
4750,230,,114.398,,197.27,110.2,98.12,54.81,0,0
4750,240,,119.372,,197.27,110.2,98.12,54.81,0,0
5000,0,,0.0,,191.0,106.96,100.0,56.0,1,1
5000,10,87.72,5.236,5.969,191.0,106.96,100.0,56.0,1,1
5000,20,88.65,10.471,11.811,191.0,106.96,100.0,56.0,1,1
5000,30,89.44,15.707,17.561,191.0,106.96,100.0,56.0,1,1
5000,40,90.21,20.942,23.216,191.0,106.96,100.0,56.0,1,1
5000,50,90.84,26.178,28.818,191.0,106.96,100.0,56.0,1,1
5000,60,91.22,31.414,34.436,191.0,106.96,100.0,56.0,1,1
5000,70,91.42,36.649,40.089,191.0,106.96,100.0,56.0,1,1
5000,80,91.53,41.885,45.762,191.0,106.96,100.0,56.0,1,1
5000,90,91.6,47.12,51.442,191.0,106.96,100.0,56.0,1,1
5000,100,91.65,52.356,57.125,191.0,106.96,100.0,56.0,1,1
5000,110,91.69,57.592,62.815,191.0,106.96,100.0,56.0,1,0
5000,120,91.7,62.827,68.515,191.0,106.96,100.0,56.0,1,0
5000,130,91.69,68.063,74.231,191.0,106.96,100.0,56.0,1,0
5000,140,91.66,73.298,79.964,191.0,106.96,100.0,56.0,1,0
5000,150,91.62,78.534,85.718,191.0,106.96,100.0,56.0,1,0
5000,160,91.55,83.77,91.498,191.0,106.96,100.0,56.0,1,0
5000,170,91.46,89.005,97.316,191.0,106.96,100.0,56.0,1,0
5000,180,91.32,94.241,103.195,191.0,106.96,100.0,56.0,1,0
5000,190,91.11,99.476,109.179,191.0,106.96,100.0,56.0,1,0
5000,200,,104.712,,191.0,106.96,100.0,56.0,0,0
5000,210,,109.948,,191.0,106.96,100.0,56.0,0,0
5000,220,,115.183,,191.0,106.96,100.0,56.0,0,0
5000,230,,120.419,,191.0,106.96,100.0,56.0,0,0
5000,240,,125.654,,191.0,106.96,100.0,56.0,0,0
